DEPARTAMENTO,PROVINCIA,DISTRITO,NOMBRE LOCAL,ESTADO,HORARIO DE ATENCION AL PUBLICO,DIRECCION,AÑO
SAN MARTIN,RIOJA,NUEVA CAJAMARCA,AG NUEVA CAJAMARCA,OPERATIVO,08:45 a 16:45, Fernando Belaunde Terry Altura del Km. 447.50 ,2022
LORETO,ALTO AMAZONAS,YURIMAGUAS,AG ALTO AMAZONAS,OPERATIVO,08:45 a 16:45,Mariscal Castilla N° 411,2022
SAN MARTIN,MOYOBAMBA ,MOYOBAMBA,ORA HOSPITAL MOYOBAMBA,OPERATIVO,08:45 a 16:30,Grau cuadra 4,2022
SAN MARTIN,MOYOBAMBA ,MOYOBAMBA,AG MOYOBAMBA,OPERATIVO,08:45 a 16:45,Dos de Mayo Mz. 1530 Lt. 14 (837),2022
SAN MARTIN,HUALLAGA,SAPOSOA,AG HUALLAGA,OPERATIVO,08:45 a 16:45,Lima N° 591,2022
SAN MARTIN,LAMAS,LAMAS,AG LAMAS,OPERATIVO,08:45 a 16:45,San Martín N° 984,2022
SAN MARTIN,MARISCAL CACERES,JUANJUI,AG MARISCAL CACERES,OPERATIVO,08:45 a 16:45,Eduardo Peña Meza N° 772 ,2022
SAN MARTIN,RIOJA,RIOJA,OR RIOJA,OPERATIVO,08:45 a 16:45,Angaiza N° 530,2022
SAN MARTIN,SAN MARTIN ,TARAPOTO,OR TARAPOTO,OPERATIVO,08:45 a 16:45,Jiménez Pimentel N° 280 ,2022
SAN MARTIN,BELLAVISTA,BELLAVISTA,AG BELLAVISTA,OPERATIVO,08:45 a 16:45,Huallaga - Iquitos Mz. 7 Lt. 27 - A.  1er. Piso,2022
SAN MARTIN,PICOTA,PICOTA,AG PICOTA,OPERATIVO,08:45 a 16:45,"Simón Bolívar, cuadra 4",2022
SAN MARTIN,EL DORADO ,SAN JOSE DE SISA,AG EL DORADO,OPERATIVO,08:45 a 16:45,Comercio N° 610,2022
LORETO,DATEM DEL MARAÑON,BARRANCA,ORA SAN LORENZO - NUCLEO BASE,OPERATIVO,08:45 a 16:30,Daniel Alcides Carrión S/N - Barrio Huacachina,2022
SAN MARTIN,SAN MARTIN ,LA BANDA DE SHILCAYO,AG LA BANDA DE SHILCAYO,OPERATIVO,08:45 a 16:45,Yurimaguas N° 340,2022
SAN MARTIN,MARISCAL CACERES,JUANJUI,ORA HOSPITAL JUANJUI,OPERATIVO,08:45 a 16:30,Arica N° 205,2022
SAN MARTIN,RIOJA,RIOJA,ORA HOSPITAL DE RIOJA,OPERATIVO,08:45 a 16:30,Túpac Amaru S/N,2022
LORETO,ALTO AMAZONAS,LAGUNAS,AG LAGUNAS,OPERATIVO,08:45 a 16:45,CALLE FITZCARRALD C-9,2022
LORETO,ALTO AMAZONAS,YURIMAGUAS,HOSPITAL SANTA GEMA YURIMAGUAS,OPERATIVO,08:45 a 16:30,JR PROGRESO 305 - 307,2022
LORETO,MAYNAS,PUNCHANA,"ORA HOSPITAL REGIONAL DE LORETO ""FELIPE ARRIOLA IGLESIAS""",OPERATIVO,08:45 a 16:30,28 de Julio S/N,2022
LORETO,MAYNAS,IQUITOS,"ORA HOSPITAL IQUITOS ""CESAR GARAYAR GARCIA""",OPERATIVO,08:45 a 16:30,Libertad cuadra 4,2022
LORETO,MAYNAS,BELÉN,OR BELEN,OPERATIVO,08:45 a 16:45,Miraflores S/N P. J. 09 de Octubre,2022
LORETO,MAYNAS,TENIENTE MANUEL CLAVERO,PAP SOPLIN VARGAS,OPERATIVO,08:45 a 16:30,Plaza de Armas S/N 28 de Julio,2022
LORETO,MAYNAS,IQUITOS,OR IQUITOS,OPERATIVO,08:45 a 16:45,Próspero Nº 201,2022
LORETO,LORETO,NAUTA,PAP NAUTA,OPERATIVO,08:45 a 16:30,Grau Nº 305 Centro,2022
LORETO,REQUENA,REQUENA,PAP REQUENA,OPERATIVO,08:45 a 16:30,San Antonio S/N Anexo Hotel Municipal,2022
LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,PAP MARISCAL RAMON CASTILLA - CABALLOCOCHA,OPERATIVO,08:45 a 16:30,Ayacucho Mz. 22 Lt. 4 C con Amazonas S/N - Local Municipal,2022
LORETO,MAYNAS,SAN JUAN BAUTISTA,OR SAN JUAN BAUTISTA,OPERATIVO,08:45 a 16:45,Abelardo Quiñones Nº 2371 Km. 2.5 ,2022
LORETO,MARISCAL RAMON CASTILLA,YAVARI,PAP YAVARI,OPERATIVO,08:45 a 16:30,Dos de Julio S/N Local Municipal,2022
LORETO,MAYNAS,PUTUMAYO,PAP PUTUMAYO,OPERATIVO,08:45 a 16:30,LOCAL MUNICIPAL,2022
LORETO,MAYNAS,PUNCHANA,PAP PUNCHANA,OPERATIVO,08:45 a 16:30,"Trujillo esquina con Calle Cusco, cuadra 5",2022
LORETO,REQUENA,REQUENA,ORA REQUENA,OPERATIVO,08:45 a 16:30,Mártires del Petroléo S/N - Malecon Grau,2022
LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,ORA CABALLOCOCHA,OPERATIVO,08:45 a 16:30,Progreso N° 425,2022
LORETO,MAYNAS,PUNCHANA,MAC - LORETO,OPERATIVO,08:30 a 16:30,La Marina Nº  1338,2022
ANCASH,SANTA,CHIMBOTE,OR SANTA,OPERATIVO,08:45 a 16:45,Jr. Enrique Palacios Nº 504-506 esquina con Jr. Ladislao Espinar Nº 401,2022
ANCASH,SANTA,NUEVO CHIMBOTE,AG NUEVO CHIMBOTE,OPERATIVO,08:45 a 16:45,Mz. 74-75 Lt. 1 del Centro Cívico de la Municipalidad Distrital de Nuevo Chimbote ,2022
ANCASH,HUARAZ,HUARAZ,AG HUARAZ,OPERATIVO,08:45 a 16:45,"José Larrea y Laredo N° 764,Mz. ""C"" Lote 6, Zona Central y Comercial - Huaraz",2022
ANCASH,HUAYLAS,CARAZ,AG HUAYLAS,OPERATIVO,08:45 a 16:45,Jr. Raimondi N° 215 - Caraz,2022
ANCASH,HUARI,HUARI,AG HUARI,OPERATIVO,08:45 a 16:45,Libertad Mz P2 Lote 003,2022
ANCASH,POMABAMBA,POMABAMBA,AG POMABAMBA,OPERATIVO,08:45 a 16:45,Huaraz No. 691 - Pomabamba,2022
ANCASH,SIHUAS,SIHUAS,AG SIHUAS,OPERATIVO,08:45 a 16:45,Señor de los Milagros Nº 211  Pueblo Pingullo,2022
ANCASH,PALLASCA,PAMPAS,AG PAMPAS,OPERATIVO,08:45 a 16:45,Plaza de Armas S/N - Municipalidad Distrital de Pampas - 1er piso,2022
ANCASH,CASMA,CASMA,PAP CASMA,OPERATIVO,08:45 a 16:30,"Lote 13, Manzana C,  Zona Centro Civico, Pasaje Hijuela ",2022
ANCASH,HUARMEY,HUARMEY,PAP HUARMEY,OPERATIVO,08:45 a 16:30,1er. Pabellón de Centro Civico S/N - Huarmey,2022
ANCASH,RECUAY,RECUAY,PAP RECUAY,OPERATIVO,08:45 a 16:30,Plaza de Armas Nº 180 Municipalidad Distrital de Recuay,2022
ANCASH,CARHUAZ,CARHUAZ,PAP CARHUAZ,OPERATIVO,08:45 a 16:30,"La Merced Nº 1006  con Jirón Brasil Lote 7 de la Manzana  P1, Sector Independencia",2022
ANCASH,YUNGAY,YUNGAY,PAP YUNGAY,OPERATIVO,08:45 a 16:30,Av. Arias Grazziani Lt 1-2 Centro Civico Municipalidad Provincial Yungay,2022
ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUÍS,PAP CARLOS FERMIN FITZCARRALD,OPERATIVO,08:45 a 16:30,Ramón Castilla N° 320 - 1er. piso Centro Civico de la Municipalidad Provincial de Carlos Fermin Fitscarrald,2022
ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA,PAP MARISCAL LUZURIAGA,OPERATIVO,08:45 a 16:30,San Pablo S/N - Plaza de Armas de Piscobamba,2022
ANCASH,SANTA,CHIMBOTE,ORA LA CALETA (Chimbote),OPERATIVO,08:45 a 16:30,Malecon Grau S/N La Caleta,2022
ANCASH,SANTA,CHIMBOTE,ORA HOSPITAL ESSALUD III CHIMBOTE,OPERATIVO,08:45 a 16:30,Circunvalación Nº 119 Urb. Laderas del Norte,2022
ANCASH,SANTA,NUEVO CHIMBOTE,ORA ELEAZAR GUZMAN BARRÓN (Nuevo Chimbote),OPERATIVO,08:45 a 16:30,Brasil S/N Urb. Santa Cristina,2022
ANCASH,HUARAZ,HUARAZ,ORA VICTOR RAMOS GUARDIA (Huaraz),OPERATIVO,08:45 a 16:30,Mariscal Luzuriaga S/N Cdra 01 intercepción con Jr. Pedro Villon cdra 10,2022
ANCASH,HUAYLAS,CARAZ,ORA HOSPITAL DE APOYO CARAZ,OPERATIVO,08:45 a 16:30,9 de Octubre S/N,2022
ANCASH,HUARI,HUARI,ORA HUARI,OPERATIVO,08:45 a 16:30,Circunvalación Baja S/N,2022
ANCASH,CORONGO,CORONGO,PANP CORONGO,DESPLAZAMIENTO,08:45 a 16:30,"Jr. Grau N° 206, primer piso de la Municipalidad Provincial de Corongo",2022
ANCASH,PALLASCA,CABANA,PANP PALLASCA,DESPLAZAMIENTO,08:45 a 16:30,Plaza de Armas No. 103 (1er.Piso) Mz.A3 Lote 13,2022
ANCASH,AIJA,AIJA,PANP AIJA,DESPLAZAMIENTO,08:45 a 16:30,"Jr. Gavino Uribe S/N Plaza de Armas, 1er piso de la Municipalidad Provincial de Aija",2022
ANCASH,BOLOGNESI,CHIQUIAN,PAP BOLOGNESI,DESPLAZAMIENTO,08:45 a 16:30,Tacna N° 320 Centro Civico -Plaza de Armas - Chiquian,2022
ANCASH,YUNGAY,YANAMA,AG YANAMA,DESPLAZAMIENTO,08:45 a 16:45,Santa Rosa S/N - Plaza De Armas,2022
ANCASH,MARISCAL LUZURIAGA,LLUMPA,PAP LLUMPA,DESPLAZAMIENTO,08:45 a 16:30,Plaza de Armas S/N,2022
ANCASH,ASUNCION,CHACAS,PANP ASUNCION,DESPLAZAMIENTO,08:45 a 16:30,Atusparia S/N esquina con Jr. Lima,2022
ANCASH,HUARI,CHAVIN DE HUANTAR,PANP CHAVIN DE HUANTAR,DESPLAZAMIENTO,08:45 a 16:30,San Martín S/N Centro Cívico de la Municipalidad Distrital de Chavín de Huantar,2022
ANCASH,HUARI,SAN MARCOS,PANP SAN MARCOS ,DESPLAZAMIENTO,08:45 a 16:30,Progreso N° 332 Plaza de Armas de San Marcos,2022
HUANUCO,HUACAYBAMBA,HUACAYBAMBA,PANP HUACAYBAMBA,DESPLAZAMIENTO,08:45 a 16:30,"Av. El Ejercito S/N Barrio San Pedro, 1er piso Centro Civico de la Municipalidad Provincial de Huacaybamba",2022
ANCASH,ANTONIO RAIMONDI,LLAMELLIN,PANP ANTONIO RAIMONDI,DESPLAZAMIENTO,08:45 a 16:30,Simón Bolívar N° 229,2022
ANCASH,HUARI,UCO,PANP UCO,DESPLAZAMIENTO,08:45 a 16:30,Nicolas de Piérola S/N - Plaza de Armas,2022
JUNIN,HUANCAYO,HUANCAYO,"ORA REGIONAL DOCENTE MATERNO INFANTIL ""EL CARMEN""",OPERATIVO,08:45 a 16:30,Puno Nº 911,2022
JUNIN,SATIPO,MAZAMARI,PAP MAZAMARI,OPERATIVO,08:45 a 16:30,San Juan N° 353,2022
JUNIN,HUANCAYO,EL TAMBO,OR HUANCAYO,OPERATIVO,08:45 a 16:45,Julio Summar N° 351,2022
JUNIN,CONCEPCION,CONCEPCIÓN,PAP CONCEPCIÓN,OPERATIVO,08:45 a 16:30,Ricardo Palma S/N Mercado Modelo Interior 1 ,2022
JUNIN,JAUJA,JAUJA,PAP JAUJA,OPERATIVO,08:45 a 16:30,Sucre N° 889,2022
JUNIN,JUNIN,JUNIN,PAP JUNIN,OPERATIVO,08:45 a 16:30,Simón Bolivar N° 820,2022
JUNIN,TARMA,TARMA,AG TARMA,OPERATIVO,08:45 a 16:45,Arequipa Nº 939,2022
JUNIN,YAULI,SANTA ROSA DE SACCO,PAP YAULI,OPERATIVO,08:45 a 16:30,Miguel Grau N° 309,2022
JUNIN,SATIPO,SATIPO,PAP SATIPO,OPERATIVO,08:45 a 16:30,Micaela Bastidas y Jr. Augusto B. Leguia Centro Civico ,2022
JUNIN,CHANCHAMAYO,LA MERCED,AG CHANCHAMAYO,OPERATIVO,08:45 a 16:45,Tarma Nº 236,2022
JUNIN,CHUPACA,CHUPACA,PAP CHUPACA,OPERATIVO,08:45 a 16:30,Grau N° 195 - Centro Cívico,2022
JUNIN,CHANCHAMAYO,PICHANAQUI,PAP PICHANAQUI,OPERATIVO,08:45 a 16:30,Independencia S/N Coliseo Municipal,2022
JUNIN,TARMA,TARMA,ORA DE APOYO FELIX MAYORCA SOTO,OPERATIVO,08:45 a 16:30,Pacheco Nº 362,2022
JUNIN,JAUJA ,JAUJA ,ORA HOSPITAL DOMINGO OLAVEGOYA,OPERATIVO,08:45 a 16:30,San Martín Nº 1153 Urb. Olavegoya ,2022
JUNIN,SATIPO,SATIPO,ORA DE APOYO MANUEL HIGA ARAKAKI,OPERATIVO,08:45 a 16:30,Daniel Alcides Carrión Nº 398,2022
JUNIN,CHANCHAMAYO ,PICHANAQUI,ORA HOSPITAL DE APOYO PICHANAQUI,OPERATIVO,08:45 a 16:30,San Martín S/N Pichanaki,2022
JUNIN,HUANCAYO,HUANCAYO,ORA LA LIBERTAD,OPERATIVO,08:45 a 16:30,HUANCAS 695,2022
JUNIN,CHANCHAMAYO,LA MERCED,ORA HOSPITAL REGIONAL DOCENTE DE MEDICINA TROPICAL DR. JULIO DEMARINI CARO,OPERATIVO,08:45 a 16:30,Daniel A. Carrion S/N Av. Pampa Del Carmen S/N,2022
JUNIN,HUANCAYO,EL TAMBO,ORA HOSPITAL NACIONAL RAMIRO PRIALE,OPERATIVO,08:45 a 16:30,AV. INDEPENDENCIA Nº 266,2022
JUNIN,HUANCAYO,CHILCA,ORA CHILCA,OPERATIVO,08:45 a 16:30,HUMBOLT 900,2022
AYACUCHO,HUAMANGA,AYACUCHO,"ORA HOSPITAL REGIONAL DE AYACUCHO ""MIGUEL ANGEL MARISCAL LLERENA""",OPERATIVO,08:45 a 16:30,Av.Daniel Alcides Carrión S/N - 2da cuadra.,2022
AYACUCHO,LA MAR,AYNA,PAP AYNA -SAN FRANCISCO,OPERATIVO,08:45 a 16:30,28 de Julio S/N San Francisco,2022
APURIMAC,ANDAHUAYLAS,TALAVERA,OR ANDAHUAYLAS,OPERATIVO,08:45 a 16:45,AMAUTA N° 311,2022
AYACUCHO,HUAMANGA,AYACUCHO,OR HUAMANGA,OPERATIVO,08:45 a 16:45,"San Martin Nº 473, 475, 477 y 477A",2022
APURIMAC,CHINCHEROS,CHINCHEROS,PAP CHINCHEROS,OPERATIVO,08:45 a 16:30,COTABAMBAS N° 121,2022
CUSCO,LA CONVENCION,PICHARI,PAP PICHARI,OPERATIVO,08:45 a 16:30,BRASIL S/N,2022
AYACUCHO,HUAMANGA,JESUS NAZARENO,PAP JESUS NAZARENO,OPERATIVO,08:45 a 16:30,RICARDO PALMA N°249,2022
AYACUCHO,CANGALLO,CANGALLO,PAP CANGALLO,OPERATIVO,08:45 a 16:30,Maria Parado de Bellido Nº 205,2022
AYACUCHO,HUANTA,HUANTA,AG HUANTA,OPERATIVO,08:45 a 16:45,Ayacucho N° 313,2022
AYACUCHO,LA MAR,SAN MIGUEL,PAP LA MAR,OPERATIVO,08:45 a 16:30,Maria Parado de Bellido S/N ,2022
AYACUCHO,VICTOR FAJARDO,HUANCAPI,PAP VICTOR FAJARDO,OPERATIVO,08:45 a 16:30,Plaza Principal Nº 127,2022
AYACUCHO,HUANCA SANCOS,SANCOS,PAP HUANCASANCOS,OPERATIVO,08:45 a 16:30,Progreso S/N Consejo Provincial de Huanca Sancos,2022
AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,PAP VILCASHUAMAN,OPERATIVO,08:45 a 16:30,Los Incas S/N - barrio Cruz Pata,2022
AYACUCHO,SUCRE,QUEROBAMBA,PAP SUCRE,OPERATIVO,08:45 a 16:30,Bolívar S/N  Plaza de Armas Consejo Provincial de Sucre,2022
AYACUCHO,HUANTA,HUANTA,"ORA HOSPITAL DE APOYO HUANTA ""DANIEL ALCIDES CARRION""",OPERATIVO,08:45 a 16:30,Mariscal Castilla Nº 628,2022
AYACUCHO,LA MAR,SAN MIGUEL,ORA SAN MIGUEL,OPERATIVO,08:45 a 16:30,Ramon Castilla s/n,2022
AYACUCHO,CANGALLO,CANGALLO,ORA HOSPITAL DE APOYO CANGALLO,OPERATIVO,08:45 a 16:30,Santa Rosa N° 110,2022
AYACUCHO,LA MAR,SAMUGARI,PAP SAMUGARI -PALMAPAMPA,OPERATIVO,08:45 a 16:30,Los Laureles S/N – Palmapampa Distrital de Samugari,2022
AYACUCHO,LA MAR,TAMBO,ORA TAMBO,OPERATIVO,08:45 a 16:30,Lima s/n,2022
AYACUCHO,HUAMANGA,JESUS NAZARENO,ORA HOSPITAL DE APOYO JESUS NAZARENO,OPERATIVO,08:45 a 16:30,Ciro Alegría Nº 547,2022
APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,ORA HOSPITAL REGIONAL DOCENTE  HUGO PESCE PESCETTO ANDAHUAYLAS ,OPERATIVO,08:45 a 16:30,HUGO PESCE PESCETO S/N,2022
APURIMAC,CHINCHEROS,CHINCHEROS,ORA HOSPITAL DE APOYO CHINCHEROS,OPERATIVO,08:45 a 16:30,Fernando Belaunde Terry S/N,2022
CUSCO,LA CONVENCION,KIMBIRI,ORA SAN JUAN DE KIMBIRI,OPERATIVO,08:45 a 16:30,Aeropuerto S/N,2022
CUSCO,LA CONVENCION,PICHARI,ORA HOSPITAL DE APOYO PICHARI,OPERATIVO,08:45 a 16:30,AMAZONAS S/N,2022
AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,ORA VILCASHUAMAN,OPERATIVO,08:45 a 16:30,Vilcasraymi S/N,2022
AYACUCHO,CANGALLO,LOS MOROCHUCOS,ORA PAMPA CANGALLO,OPERATIVO,08:45 a 16:30,María Arguedas S/N,2022
AREQUIPA,AREQUIPA,AREQUIPA,ORA HOSPITAL REGIONAL HONORIO DELGADO ESPINOZA,OPERATIVO,08:45 a 16:30,Daniel Alcides Carrión N° 505,2022
TACNA,TACNA,TACNA,ORA TACNA,OPERATIVO,08:45 a 16:30,Blondel S/N,2022
AREQUIPA,AREQUIPA,AREQUIPA,OR AREQUIPA,OPERATIVO,08:45 a 16:45,San Juan de Dios N° 122 y Santo Domingo N° 101,2022
AREQUIPA,CAYLLOMA,CHIVAY,PAP CAYLLOMA,OPERATIVO,08:45 a 16:30,Siglo XX S/N,2022
AREQUIPA,CAMANA,CAMANA,AG CAMANA,OPERATIVO,08:45 a 16:45,Mariscal Castilla N° 221,2022
AREQUIPA,CARAVELI,CARAVELÍ,PAP CARAVELI,OPERATIVO,08:45 a 16:30,Bolivar S/N,2022
AREQUIPA,CASTILLA,APLAO,PAP CASTILLA,OPERATIVO,08:45 a 16:30,Progreso S/N,2022
AREQUIPA,CONDESUYOS,CHUQUIBAMBA,PAP CONDESUYOS,OPERATIVO,08:45 a 16:30,Alameda S/N - Los Tres Errantes,2022
AREQUIPA,ISLAY,MOLLENDO,AG ISLAY,OPERATIVO,08:45 a 16:45,Arequipa Nº 261 ,2022
AREQUIPA,LA UNION,COTAHUASI,PAP LA UNION,OPERATIVO,08:45 a 16:30,Centenario N° 202 - Cotahuasi,2022
MOQUEGUA,MARISCAL NIETO,MOQUEGUA,ORA HOSPITAL REGIONAL MOQUEGUA,OPERATIVO,08:45 a 16:30,Simón Bolívar N° 505,2022
MOQUEGUA,MARISCAL NIETO,MOQUEGUA,AG MARISCAL NIETO,OPERATIVO,08:45 a 16:45,Lima Nº 676,2022
MOQUEGUA,ILO,ILO,AG ILO,OPERATIVO,08:45 a 16:45,Ayacucho N° 529,2022
AREQUIPA,CAYLLOMA,MAJES,AG MAJES,OPERATIVO,08:45 a 16:45,Arequipa S/N - Tienda 06 del Estadio Almirante Miguel Grau - Pedregal,2022
AREQUIPA,AREQUIPA,CAYMA,AG CAYMA,OPERATIVO,08:45 a 16:45,Ramón Castilla S/N - Estadio La Tomilla,2022
TACNA,TACNA,TACNA,AG TACNA,OPERATIVO,08:45 a 16:45,Deustua Nº 173,2022
AREQUIPA,AREQUIPA,AREQUIPA,ORA HOSPITAL III GOYENECHE,OPERATIVO,08:45 a 16:30,Goyeche N° 100,2022
AREQUIPA,CAMANA,CAMANA,ORA HOSPITAL DE CAMANA,OPERATIVO,08:45 a 16:30,Lima 550,2022
AREQUIPA,AREQUIPA,PAUCARPATA,MAC - AREQUIPA,OPERATIVO,08:30 a 16:30,Porongoche N° 500 Paucarpata - Centro Comercial Mall Aventura ,2022
AREQUIPA,CAYLLOMA,MAJES,ORA HOSPITAL CENTRAL DE MAJES- ANGEL GABRIEL CHURA GALLEGOS,OPERATIVO,08:45 a 16:30,Asentamiento B1 lote 1 Irrig. Majes,2022
CUSCO,CUSCO,SANTIAGO,ORA ANTONIO LORENA DEL CUSCO,OPERATIVO,08:45 a 16:30,Carlos Ugarte S/N Urb. Primavera Cuartel Agustín Gamarra,2022
CUSCO,CUSCO,WANCHAQ,ORA HOSPITAL NACIONAL ADOLFO GUEVARA VELASCO,OPERATIVO,08:45 a 16:30,Micaela Bastidas S/N,2022
APURIMAC,ABANCAY,ABANCAY,OR ABANCAY,OPERATIVO,08:45 a 16:45,La Victoria Nº 214,2022
APURIMAC,AYMARAES,CHALHUANCA,PANP AYMARAES,DESPLAZAMIENTO,08:45 a 16:30,Plaza de Armas S/N (Gobernatura De Chalhuanca),2022
APURIMAC,ANTABAMBA,ANTABAMBA,PANP ANTABAMBA,DESPLAZAMIENTO,08:45 a 16:30,Plaza de Armas S / N,2022
APURIMAC,COTABAMBAS,TAMBOBAMBA,PAP TAMBOBAMBA,OPERATIVO,08:45 a 16:30,Plaza de Armas S/N - 3er Piso,2022
APURIMAC,GRAU,CHUQUIBAMBILLA,PANP GRAU,DESPLAZAMIENTO,08:45 a 16:30,Plaza de Armas S / N,2022
CUSCO,CUSCO,CUSCO,OR CUSCO,OPERATIVO,08:45 a 16:45,El Sol N° 272,2022
CUSCO,ACOMAYO,ACOMAYO,PANP ACOMAYO,DESPLAZAMIENTO,08:45 a 16:30,Plaza de Armas S/N,2022
CUSCO,ANTA,ANTA ,PAP ANTA,OPERATIVO,08:45 a 16:30,"Jaquijahuana  S / N, Izcuchaca",2022
CUSCO,CALCA,CALCA,AG CALCA,OPERATIVO,08:45 a 16:45,Plaza de Armas S/N,2022
CUSCO,CANAS,YANAOCA,PAP CANAS,OPERATIVO,08:45 a 16:30,Plaza de Armas S/N,2022
CUSCO,CANCHIS,SICUANI,AG CANCHIS,OPERATIVO,08:45 a 16:45,Túpac Amaru N° 163,2022
CUSCO,CHUMBIVILCAS,SANTO TOMAS,PAP CHUMBIVILCAS,OPERATIVO,08:45 a 16:30,Perú S / N (Ruedo de Toros),2022
CUSCO,ESPINAR,ESPINAR,PAP ESPINAR,OPERATIVO,08:45 a 16:30,Teatro S/N  ,2022
CUSCO,LA CONVENCION,SANTA ANA,AG LA CONVENCION,OPERATIVO,08:45 a 16:45,Grau Nº 238,2022
CUSCO,PARURO,PARURO,PANP PARURO,DESPLAZAMIENTO,08:45 a 16:30,Plaza de Armas S/N,2022
CUSCO,PAUCARTAMBO,PAUCARTAMBO,PAP PAUCARTAMBO - JR9,OPERATIVO,08:45 a 16:30,Enrique Yabar S/N,2022
CUSCO,QUISPICANCHI,URCOS,PAP QUISPICANCHI,OPERATIVO,08:45 a 16:30,Huáscar N° 181,2022
CUSCO,URUBAMBA,URUBAMBA,PAP URUBAMBA,OPERATIVO,08:45 a 16:30,Conchatupa S/N,2022
MADRE DE DIOS,TAHUAMANU,IBERIA,AG IBERIA,OPERATIVO,08:45 a 16:45,Máximo Rodríguez N° 124 Plaza de Armas,2022
APURIMAC,ABANCAY,ABANCAY,ORA HOSPITAL REGIONAL GUILLERMO DIAZ DE LA VEGA,OPERATIVO,08:45 a 16:30,Alcides Carrión S/N,2022
MADRE DE DIOS,TAMBOPATA,TAMBOPATA,OR TAMBOPATA,OPERATIVO,08:45 a 16:45,Lambayeque N° 159,2022
MADRE DE DIOS,MANU,MANU,PANP MANU,DESPLAZAMIENTO,08:45 a 16:30,Esperanza S/N - Local Municipal,2022
CUSCO,ACOMAYO,POMACANCHI,AG POMACANCHI,DESPLAZAMIENTO,08:45 a 16:45,Plaza de Armas S/N,2022
CUSCO,CUSCO,CUSCO,ORA HOSPITAL DE APOYO DEPARTAMENTAL CUSCO,OPERATIVO,08:45 a 16:30,La Cultura S/N,2022
CUSCO,CUSCO,SANTIAGO,ORA BELEMPAMPA,OPERATIVO,08:45 a 16:30,21 de Mayo S/N,2022
CUSCO,CANCHIS,SICUANI,ORA SICUANI,OPERATIVO,08:45 a 16:30,Manuel Callo Zevallos N° 519 - Hospital MINSA Sicuani,2022
MADRE DE DIOS,TAMBOPATA,TAMBOPATA,ORA SANTA ROSA,OPERATIVO,08:45 a 16:30,Cajamarca N° 171,2022
CUSCO,LA CONVENCION,SANTA ANA,ORA QUILLABAMBA,OPERATIVO,08:45 a 16:30,General Gamarra S/N - Hospital Quillabamba,2022
APURIMAC,AYMARAES,CHALHUANCA,ORA CHALHUANCA,OPERATIVO,08:45 a 16:30,Bolivar S/N,2022
CUSCO,ESPINAR,ESPINAR,ORA ESPINAR,OPERATIVO,08:45 a 16:30,Domingo Huarca Cruz S/N Barrio Túpac Amaru  - Hospital Espinar,2022
MADRE DE DIOS,TAHUAMANU,IBERIA,ORA SAN MARTIN DE PORRES DE IBERIA,OPERATIVO,08:45 a 16:30,Mocopata S/N,2022
APURIMAC,COTABAMBAS,HAQUIRA,PAP HAQUIRA,OPERATIVO,08:45 a 16:30,Plaza de armas S/N-Haquira,2022
LIMA,LIMA ,JESÚS MARÍA,ORA HOSPITAL NACIONAL EDGARDO REBAGLIATI MARTINS,OPERATIVO,08:45 a 16:30,AV. SALAVERRY CDRA. 13 - PUERTA 6,2022
CALLAO,CALLAO,CALLAO,ORA NAC. DANIEL A. CARRIÓN,OPERATIVO,08:45 a 16:30,Guardia Chalaca Nº 2176 - Bellavista,2022
LIMA,LIMA,SAN JUAN DE LURIGANCHO,ORA HOSPITAL SAN JUAN DE LURIGANCHO,OPERATIVO,08:45 a 16:30,Canto Grande S/N - Altura del paradero 10,2022
LIMA,LIMA,EL AGUSTINO,ORA HOSPITAL NACIONAL HIPOLITO UNANUE,OPERATIVO,08:45 a 16:30,Cesar Vallejo Nº 1390 ,2022
LIMA,LIMA,LIMA,ORA INSTITUTO NACIONAL MATERNO PERINATAL,OPERATIVO,08:45 a 16:30,Miroquesada Nº 941 - Lima,2022
CALLAO,CALLAO,VENTANILLA,OR VENTANILLA,OPERATIVO,08:45 a 16:45,Mz. F Lt.1 Sector B Grupo Residencial B1 Proyecto Piloto Nuevo Pachacútec,2022
LIMA,LIMA,SANTIAGO DE SURCO,OR SURCO - HIGUERETA,OPERATIVO,08:45 a 16:45,Santiago de Surco Nº 2807 Urb. Residencial Higuereta,2022
LIMA,LIMA,SAN BORJA,OR SAN BORJA,OPERATIVO,08:45 a 16:45,San Luis N° 1673 Urb. Jacaranda II,2022
LIMA,LIMA,COMAS,OR COMAS III,OPERATIVO,08:45 a 16:45,San Felipe Nº 830 Urb. San Felipe,2022
LIMA,LIMA,LIMA,OR QUILCA,OPERATIVO,08:45 a 16:45,Quilca Nº 501 y 525 ,2022
LIMA,LIMA,LIMA,AG ANCASH,OPERATIVO,08:45 a 16:45,Ancash Nº 336-340 y 344 (Frente a la Plazuela San Francisco) - Lima,2022
